"Trial","Age.Group","Control","Screen","Incidence","Prevalence"
"e1a1",50,6.90694993442476,6.01245467013709,NA,NA
"e1a1",55,20.7256649693448,18.2030271324172,NA,NA
"e1a1",60,35.1528103352867,30.8567904457173,NA,NA
"e1a1",65,49.9919579063819,43.9879503656278,NA,NA
"e1a1",70,63.6770099570228,56.1334075797243,NA,NA
"e1a1",75,78.2780556950535,69.1302268049839,NA,NA
"e1a1",80,92.286614986878,81.0814337806681,NA,NA
"e1a1",85,101.777448083393,89.8903229217996,NA,NA
"e1a1",90,92.8200252904664,81.8478418703325,NA,NA
"e1a1",95,82.9037203991584,73.5431024016376,NA,NA
"e1a1",100,72.572824760013,66.8222537073847,NA,NA
"e1a1",105,64.9844640679986,60.7896971787172,NA,NA
"e1a1",110,72.2776150435178,62.6898242834048,NA,NA
"e1a1",115,0,0,NA,NA
"e1a1",120,NA,NA,NA,NA
"e1a1",125,NA,NA,NA,NA
"e1a2",50,12.7996866811277,11.0083276808495,NA,NA
"e1a2",55,36.0452612752659,31.2700727839947,NA,NA
"e1a2",60,58.6115869481393,50.811397398822,NA,NA
"e1a2",65,78.6168895133964,68.0250518135364,NA,NA
"e1a2",70,98.4835467407132,85.9030115768199,NA,NA
"e1a2",75,115.109640131544,100.247500525626,NA,NA
"e1a2",80,130.865585454386,114.121854176477,NA,NA
"e1a2",85,137.407956791196,119.345336888762,NA,NA
"e1a2",90,115.672838334929,101.717737823377,NA,NA
"e1a2",95,91.3546071682024,81.3423584763115,NA,NA
"e1a2",100,72.9648211355817,64.2094562753422,NA,NA
"e1a2",105,49.2676525999806,43.6725198080305,NA,NA
"e1a2",110,42.3612924176474,38.9222507208978,NA,NA
"e1a2",115,0,0,NA,NA
"e1a2",120,NA,NA,NA,NA
"e1a2",125,NA,NA,NA,NA
"e1a3",50,18.1036998424145,15.4818562943141,NA,NA
"e1a3",55,48.80258299637,42.1989195455305,NA,NA
"e1a3",60,75.4812498175006,65.0059805443254,NA,NA
"e1a3",65,99.0024916823109,85.4108509551988,NA,NA
"e1a3",70,117.739340320327,102.095708245618,NA,NA
"e1a3",75,135.070720794768,117.016410021136,NA,NA
"e1a3",80,151.060507832894,130.827992474119,NA,NA
"e1a3",85,153.008992069621,132.489690738484,NA,NA
"e1a3",90,113.37077529748,100.0558589788,NA,NA
"e1a3",95,79.1272850759168,70.0236120934642,NA,NA
"e1a3",100,60.2373531144445,52.761665758357,NA,NA
"e1a3",105,45.6561851376458,43.8337372991224,NA,NA
"e1a3",110,29.9326950775075,27.1175479737966,NA,NA
"e1a3",115,63.5475689240516,63.5475689240516,NA,NA
"e1a3",120,NA,NA,NA,NA
"e1a3",125,NA,NA,NA,NA
"e1a4",50,22.9057757242998,19.5642852478036,NA,NA
"e1a4",55,59.3191287863865,51.0863748417731,NA,NA
"e1a4",60,88.4051176646556,75.9065238896501,NA,NA
"e1a4",65,112.07180361112,96.666332047745,NA,NA
"e1a4",70,129.757814765778,112.111209517778,NA,NA
"e1a4",75,146.338885538678,126.390602229276,NA,NA
"e1a4",80,160.5029587737,138.876538216718,NA,NA
"e1a4",85,158.573912571456,137.45603676749,NA,NA
"e1a4",90,106.930825904428,93.6278589653479,NA,NA
"e1a4",95,68.9029409399769,60.9600195580724,NA,NA
"e1a4",100,46.2085877235687,42.158544298903,NA,NA
"e1a4",105,25.1567260925791,24.908153267669,NA,NA
"e1a4",110,30.1292822694093,26.8639472369474,NA,NA
"e1a4",115,0,0,NA,NA
"e1a4",120,NA,NA,NA,NA
"e1a4",125,NA,NA,NA,NA
"e2a1",50,7.56724538672588,6.76560300261968,NA,NA
"e2a1",55,22.5039170207029,20.2423615241673,NA,NA
"e2a1",60,38.5589031721471,34.8656310556175,NA,NA
"e2a1",65,54.4646083065211,49.1669028956098,NA,NA
"e2a1",70,70.2218973202722,63.447705451569,NA,NA
"e2a1",75,86.5076028718974,78.4844551484777,NA,NA
"e2a1",80,101.608849190777,91.9946057554795,NA,NA
"e2a1",85,113.21541559551,103.050531424214,NA,NA
"e2a1",90,103.628928037555,94.4822998481533,NA,NA
"e2a1",95,92.6143504615052,84.7419356536312,NA,NA
"e2a1",100,84.4561591475268,81.2171192796328,NA,NA
"e2a1",105,78.4974408375916,77.8203237601571,NA,NA
"e2a1",110,77.5399783903998,73.5497191389792,NA,NA
"e2a1",115,0,0,NA,NA
"e2a1",120,NA,NA,NA,NA
"e2a1",125,NA,NA,NA,NA
"e2a2",50,13.4601102610964,11.7616004086577,NA,NA
"e2a2",55,37.8257706165772,33.3116175854539,NA,NA
"e2a2",60,62.027873620895,54.8303741934436,NA,NA
"e2a2",65,83.1141246693063,73.2281204716394,NA,NA
"e2a2",70,105.081459865304,93.2685284612815,NA,NA
"e2a2",75,123.430063189463,109.689452964252,NA,NA
"e2a2",80,140.322367486331,125.167641554956,NA,NA
"e2a2",85,149.033784534714,132.686745263596,NA,NA
"e2a2",90,126.666469646849,114.535878788011,NA,NA
"e2a2",95,101.211866791496,92.6864962135989,NA,NA
"e2a2",100,84.997297841088,78.7492756659877,NA,NA
"e2a2",105,62.8858830718895,60.8106438647278,NA,NA
"e2a2",110,47.443873589952,49.6048733734982,NA,NA
"e2a2",115,0,0,NA,NA
"e2a2",120,NA,NA,NA,NA
"e2a2",125,NA,NA,NA,NA
"e2a3",50,18.7642401390539,16.2352417005164,NA,NA
"e2a3",55,50.5850215828988,44.2423597854185,NA,NA
"e2a3",60,78.9053987073273,69.032738915097,NA,NA
"e2a3",65,103.517945868404,90.6319080341523,NA,NA
"e2a3",70,124.3717865174,109.494205203991,NA,NA
"e2a3",75,143.447497988265,126.512578648674,NA,NA
"e2a3",80,160.596837162705,141.951093686583,NA,NA
"e2a3",85,164.738864244682,145.931738867763,NA,NA
"e2a3",90,124.430636494093,112.940224631912,NA,NA
"e2a3",95,89.008348699852,81.3884337900507,NA,NA
"e2a3",100,72.2862300167274,67.3197681283333,NA,NA
"e2a3",105,59.3211931793114,61.0430277532991,NA,NA
"e2a3",110,34.9824200347974,37.7359616728501,NA,NA
"e2a3",115,63.5475689240516,63.5475689240516,NA,NA
"e2a3",120,NA,NA,NA,NA
"e2a3",125,NA,NA,NA,NA
"e2a4",50,23.5664244524076,20.3177750735155,NA,NA
"e2a4",55,61.1032192660974,53.1314285090267,NA,NA
"e2a4",60,91.8355634648042,79.9395082359739,NA,NA
"e2a4",65,116.600300180799,101.900307475728,NA,NA
"e2a4",70,136.414062449692,119.53234781831,NA,NA
"e2a4",75,154.752381222698,135.921830410592,NA,NA
"e2a4",80,170.08686521314,150.046351884805,NA,NA
"e2a4",85,170.360901252631,150.954122574968,NA,NA
"e2a4",90,118.017182524419,106.535362996449,NA,NA
"e2a4",95,78.7846047594677,72.3236567629545,NA,NA
"e2a4",100,58.2400992626003,56.7043490486392,NA,NA
"e2a4",105,38.7660466100139,42.0609389188917,NA,NA
"e2a4",110,35.2963394099878,37.5481736528735,NA,NA
"e2a4",115,0,0,NA,NA
"e2a4",120,NA,NA,NA,NA
"e2a4",125,NA,NA,NA,NA
"e3a1",50,8.16091138734873,7.45819461946087,NA,NA
"e3a1",55,24.3880353820018,22.4311561422836,NA,NA
"e3a1",60,41.6503256434788,38.4133870486909,NA,NA
"e3a1",65,59.0937255999835,54.4194433690889,NA,NA
"e3a1",70,76.3853247775159,70.5832155100671,NA,NA
"e3a1",75,93.8953055911139,87.1403526031058,NA,NA
"e3a1",80,111.353857849468,103.127683537019,NA,NA
"e3a1",85,123.095852541033,114.675734878201,NA,NA
"e3a1",90,113.364128483193,105.551669005774,NA,NA
"e3a1",95,101.890952448673,94.7589300723066,NA,NA
"e3a1",100,92.1985988834052,90.0732868577923,NA,NA
"e3a1",105,84.1424118993231,79.9442801263565,NA,NA
"e3a1",110,95.7111114232031,92.2328537527568,NA,NA
"e3a1",115,0,0,NA,NA
"e3a1",120,NA,NA,NA,NA
"e3a1",125,NA,NA,NA,NA
"e3a2",50,14.0538983211194,12.4543114427982,NA,NA
"e3a2",55,39.7121595891313,35.5026572554739,NA,NA
"e3a2",60,65.1289113502724,58.3875703113218,NA,NA
"e3a2",65,87.7678653602201,78.504412397591,NA,NA
"e3a2",70,111.295966244289,100.454175746074,NA,NA
"e3a2",75,130.901286765118,118.427470278145,NA,NA
"e3a2",80,150.203234749359,136.433208831904,NA,NA
"e3a2",85,159.083841730358,144.477548115249,NA,NA
"e3a2",90,136.571063658744,125.770505176542,NA,NA
"e3a2",95,110.626045155622,102.833917766074,NA,NA
"e3a2",100,92.8450730884253,87.6973835297759,NA,NA
"e3a2",105,68.5351950853661,62.8833160119227,NA,NA
"e3a2",110,65.7115285531459,68.2949674037425,NA,NA
"e3a2",115,0,0,NA,NA
"e3a2",120,NA,NA,NA,NA
"e3a2",125,NA,NA,NA,NA
"e3a3",50,19.3581405985011,16.9280624106478,NA,NA
"e3a3",55,52.4733555825046,46.4353276816747,NA,NA
"e3a3",60,82.0138403988875,72.597164440212,NA,NA
"e3a3",65,108.189972979392,95.9259013597035,NA,NA
"e3a3",70,130.619384245496,116.712068246172,NA,NA
"e3a3",75,150.970348579336,135.301383707665,NA,NA
"e3a3",80,170.558664058786,153.294308555516,NA,NA
"e3a3",85,174.881678414066,157.81360657664,NA,NA
"e3a3",90,134.394738284666,124.232695999748,NA,NA
"e3a3",95,98.4479174902891,91.5538358296618,NA,NA
"e3a3",100,80.1386101935993,76.2654138720563,NA,NA
"e3a3",105,64.9425703493251,63.0827108679334,NA,NA
"e3a3",110,53.1532838213877,56.3216406235357,NA,NA
"e3a3",115,63.5475689240516,63.5475689240516,NA,NA
"e3a3",120,NA,NA,NA,NA
"e3a3",125,NA,NA,NA,NA
"e3a4",50,24.1604285079436,21.0106969069345,NA,NA
"e3a4",55,62.9932156243192,55.3260295844175,NA,NA
"e3a4",60,94.9499106517243,83.5096881469199,NA,NA
"e3a4",65,121.285500494897,107.207074062225,NA,NA
"e3a4",70,142.684442461423,126.772320006658,NA,NA
"e3a4",75,162.308695406998,144.74333020813,NA,NA
"e3a4",80,180.097515147696,161.436681172031,NA,NA
"e3a4",85,180.554562020545,162.88669669913,NA,NA
"e3a4",90,128.004869374387,117.847668124743,NA,NA
"e3a4",95,88.2240019337051,82.48506204167,NA,NA
"e3a4",100,66.068196382261,65.6290379641222,NA,NA
"e3a4",105,44.3298306541526,44.0250523578669,NA,NA
"e3a4",110,53.4539510713819,56.1281665681473,NA,NA
"e3a4",115,0,0,NA,NA
"e3a4",120,NA,NA,NA,NA
"e3a4",125,NA,NA,NA,NA
"e4a1",50,8.78285725662637,8.1952238133558,NA,NA
"e4a1",55,26.1355813360353,24.4378686510152,NA,NA
"e4a1",60,44.6820058161667,41.8864876586257,NA,NA
"e4a1",65,63.4765608538447,59.501087221745,NA,NA
"e4a1",70,82.3391559193935,77.4557676271323,NA,NA
"e4a1",75,101.506790236759,95.8396963815535,NA,NA
"e4a1",80,119.486797291634,112.493807477726,NA,NA
"e4a1",85,133.222029337384,126.017625839755,NA,NA
"e4a1",90,122.23763217445,116.120290856844,NA,NA
"e4a1",95,109.924673744206,104.08749422868,NA,NA
"e4a1",100,98.6842576265161,98.2455328989831,NA,NA
"e4a1",105,91.6510227462268,88.2466640837987,NA,NA
"e4a1",110,99.2270577278246,93.0851863503734,NA,NA
"e4a1",115,0,0,NA,NA
"e4a1",120,NA,NA,NA,NA
"e4a1",125,NA,NA,NA,NA
"e4a2",50,14.6759677600193,13.1914632182394,NA,NA
"e4a2",55,41.4619017872152,37.5115245488069,NA,NA
"e4a2",60,68.17000633367,61.8698616930512,NA,NA
"e4a2",65,92.1744053558041,83.6092067709654,NA,NA
"e4a2",70,117.298929540948,107.374993842554,NA,NA
"e4a2",75,138.597294839869,127.209003397085,NA,NA
"e4a2",80,158.456312988495,145.917192192922,NA,NA
"e4a2",85,169.377963824833,155.978969676041,NA,NA
"e4a2",90,145.600332991722,136.495808577061,NA,NA
"e4a2",95,118.78308349849,112.286912703179,NA,NA
"e4a2",100,99.4186752376604,95.9496855410379,NA,NA
"e4a2",105,76.077278757545,71.1837368759515,NA,NA
"e4a2",110,68.844216035802,68.943389854573,NA,NA
"e4a2",115,0,0,NA,NA
"e4a2",120,NA,NA,NA,NA
"e4a2",125,NA,NA,NA,NA
"e4a3",50,19.9803223936563,17.6653256679813,NA,NA
"e4a3",55,54.2249769450211,48.4460476586312,NA,NA
"e4a3",60,85.0621931985227,76.0864924535538,NA,NA
"e4a3",65,112.614049739501,101.047895589631,NA,NA
"e4a3",70,136.654279888462,123.663956862717,NA,NA
"e4a3",75,158.718677418635,144.133609358493,NA,NA
"e4a3",80,178.882720991407,162.846724782988,NA,NA
"e4a3",85,185.26831371124,169.402992769309,NA,NA
"e4a3",90,143.478476275604,135.013683619017,NA,NA
"e4a3",95,106.625047790558,101.024069023352,NA,NA
"e4a3",100,86.7015613941514,84.5102613188603,NA,NA
"e4a3",105,72.5103262886874,71.4012701544991,NA,NA
"e4a3",110,56.440429565821,57.0379725800099,NA,NA
"e4a3",115,63.5475689240516,63.5475689240516,NA,NA
"e4a3",120,NA,NA,NA,NA
"e4a3",125,NA,NA,NA,NA
"e4a4",50,24.7827129890867,21.7480621658275,NA,NA
"e4a4",55,64.7464352135769,57.3383144406533,NA,NA
"e4a4",60,98.0040533166497,87.0046249995438,NA,NA
"e4a4",65,125.722215910855,112.34150692456,NA,NA
"e4a4",70,148.741281001778,133.745528876232,NA,NA
"e4a4",75,170.091254576072,153.608429294578,NA,NA
"e4a4",80,188.463732350987,171.030186964929,NA,NA
"e4a4",85,190.992649235613,174.525403129276,NA,NA
