"stage","Mean","2.5%","50%","97.5%"
"D",9.47978611825647,4.28530229342716,9.20443923315383,15.2361809486953
"L",0,0,0,0
"R",8.95407907207993,2.42630000017488,8.93963293047982,15.4091108263747
