"stage","Mean","2.5%","50%","97.5%"
"I",0,0,0,0
"II",4.00749463417539,2.86517354148035,3.96010640279294,5.19160132412637
"III",3.66851582255194,2.963620996449,3.63553085599348,4.49542118305941
"IV",2.04021725865086,1.62449508920939,2.0095682563286,2.48943516495478
