"Trial","Age.Group","Control","Screen","Incidence","Prevalence"
"e1a1",50,7.56724541963149,6.02455995617245,NA,NA
"e1a1",55,22.5039176322768,18.3027010679801,NA,NA
"e1a1",60,38.5653950156795,31.9130449171864,NA,NA
"e1a1",65,54.4646106123784,45.2533592447631,NA,NA
"e1a1",70,70.2270661182864,58.5785671069511,NA,NA
"e1a1",75,86.5076436068435,72.7288045229983,NA,NA
"e1a1",80,101.612640708685,85.0172290995477,NA,NA
"e1a1",85,113.22080124607,95.7187410334394,NA,NA
"e1a1",90,103.6387491062,88.7195997287952,NA,NA
"e1a1",95,92.6373563493808,79.6878084651413,NA,NA
"e1a1",100,84.4568711043486,78.5608034571715,NA,NA
"e1a1",105,78.4976279428701,75.1951471286575,NA,NA
"e1a1",110,77.5405878939232,64.6191276552602,NA,NA
"e1a1",115,0,0,NA,NA
"e1a1",120,NA,NA,NA,NA
"e1a1",125,NA,NA,NA,NA
"e1a2",50,13.4601103188003,10.4711243245892,NA,NA
"e1a2",55,37.8257716415805,29.8519782373913,NA,NA
"e1a2",60,62.0343780859102,49.427330323361,NA,NA
"e1a2",65,83.1141331444962,66.4599053283814,NA,NA
"e1a2",70,105.086660579358,84.7370735438673,NA,NA
"e1a2",75,123.430119923706,100.429482898408,NA,NA
"e1a2",80,140.326215857626,114.210015208745,NA,NA
"e1a2",85,149.039254124708,121.930261316655,NA,NA
"e1a2",90,126.67644528668,106.381385548124,NA,NA
"e1a2",95,101.235171270557,86.9568081318806,NA,NA
"e1a2",100,84.9980942339408,74.2454978320574,NA,NA
"e1a2",105,62.8860445801129,61.3197324432488,NA,NA
"e1a2",110,47.4444976631256,52.278230884507,NA,NA
"e1a2",115,0,0,NA,NA
"e1a2",120,NA,NA,NA,NA
"e1a2",125,NA,NA,NA,NA
"e1a3",50,18.7642402193307,14.4739524675614,NA,NA
"e1a3",55,50.5850229536549,39.3788383495792,NA,NA
"e1a3",60,78.9119127469294,62.0579831674714,NA,NA
"e1a3",65,103.517957488051,81.7731946744396,NA,NA
